trans_date_trans_time,category,amt,state,city,gender,job,merchant,is_fraud
2019-08-11 12:59:54,shopping_net,3.87,WA,Burlington,F,Public house manager,fraud_Volkman-Predovic,0
2019-06-20 07:28:19,misc_pos,12.2,WV,Moundsville,F,Physiotherapist,fraud_Towne LLC,0
2019-05-17 08:07:18,gas_transport,80.56,WA,Conway,F,"Research officer, political party",fraud_Berge LLC,0
2019-10-06 17:19:54,personal_care,74.36,WV,Henderson,F,Building services engineer,fraud_Nader-Maggio,0
2020-02-07 13:57:03,travel,3.08,MD,Kensington,M,Operations geologist,"fraud_Hahn, Douglas and Schowalter",0
2019-12-22 13:33:52,travel,9.57,MI,Livonia,M,Horticultural consultant,fraud_Turner LLC,0
2020-02-18 12:57:19,home,14.99,ND,Michigan,F,"Producer, television/film/video",fraud_Gulgowski LLC,0
2020-04-07 18:07:13,kids_pets,86.4,WY,Lagrange,F,Product/process development scientist,fraud_Hoppe-Parisian,0
2019-09-23 21:37:25,entertainment,56.25,CA,Grenada,M,Systems analyst,fraud_Effertz LLC,0
2019-07-01 17:03:41,travel,2.84,CA,Vinton,M,Education administrator,fraud_Kris-Kertzmann,0
2019-02-12 05:58:32,food_dining,90.61,NC,Mooresville,M,Control and instrumentation engineer,"fraud_Kutch, Steuber and Gerhold",0
2020-05-18 09:39:02,gas_transport,88.75,MO,Kansas City,F,Counsellor,fraud_Conroy-Cruickshank,0
2019-12-23 22:45:08,home,29.71,GA,Springfield,M,"Therapist, occupational","fraud_Prosacco, Kreiger and Kovacek",0
2020-02-06 13:56:05,personal_care,26.37,KS,Ozawkie,M,Theatre director,fraud_Bins-Howell,0
2019-02-10 12:52:20,kids_pets,60.59,OH,Miamisburg,F,"Investment banker, corporate",fraud_Beer-Jast,0
2019-01-04 02:35:47,entertainment,145.3,SC,West Columbia,F,Chemical engineer,fraud_Klein Group,0
2019-02-10 12:35:16,misc_pos,1.75,WV,Winfield,M,Exhibition designer,fraud_Towne LLC,0
2019-11-08 04:03:42,misc_net,3.64,CA,Laguna Hills,F,Sales executive,fraud_Corwin-Gorczany,0
2019-02-05 15:02:50,entertainment,16.76,SC,Brunson,F,Social researcher,fraud_Douglas-White,0
2019-11-29 23:48:49,shopping_pos,11.96,AR,Cherokee Village,F,Pharmacologist,"fraud_Douglas, Schneider and Turner",0
2019-11-03 13:39:06,food_dining,54.66,MN,Orr,M,Horticultural therapist,fraud_Stiedemann Ltd,0
2020-06-09 17:42:53,home,126.68,OR,Gardiner,F,"Engineer, maintenance",fraud_Renner Ltd,0
2019-04-14 12:05:10,health_fitness,26.03,PA,Clarks Mills,F,Energy manager,"fraud_Hintz, Bauch and Smith",0
2019-12-07 16:11:27,entertainment,32.51,CA,Grenada,M,Systems analyst,fraud_Kilback and Sons,0
2019-10-27 22:10:33,home,60.2,TX,Lolita,M,Archaeologist,fraud_White and Sons,0
2019-05-30 18:16:57,personal_care,45.63,TX,Hedley,F,Early years teacher,fraud_Nader-Maggio,0
2019-06-09 10:51:16,gas_transport,50.63,MN,Emmons,M,Communications engineer,"fraud_Kutch, Hermiston and Farrell",0
2019-11-03 14:24:55,food_dining,20.93,MO,Louisiana,M,"Teacher, early years/pre","fraud_Schneider, Hayes and Nikolaus",0
2019-11-15 03:42:28,misc_pos,39.17,NY,Saint Bonaventure,M,Toxicologist,fraud_Halvorson Group,0
2020-03-27 23:43:25,kids_pets,99.31,FL,Umatilla,F,Private music teacher,fraud_Lubowitz-Walter,0
2019-08-01 11:05:35,gas_transport,59.68,IL,Dieterich,M,"Psychologist, clinical",fraud_Kutch LLC,0
2020-06-15 07:54:45,shopping_pos,259.42,MI,Luzerne,M,General practice doctor,fraud_Beier-Hyatt,0
2019-01-09 06:15:24,shopping_pos,9.01,OH,Kirby,F,Private music teacher,fraud_Beier-Hyatt,0
2019-02-26 13:55:31,kids_pets,46.84,MI,Goodrich,F,Learning disability nurse,fraud_Gottlieb Group,0
2019-03-18 00:13:38,grocery_pos,106.51,KS,Easton,M,Air broker,"fraud_Mosciski, Gislason and Mertz",0
2019-04-04 22:51:32,health_fitness,1.04,CO,Kirk,M,Network engineer,"fraud_Conroy, Balistreri and Gorczany",0
2020-01-04 16:55:49,home,35.59,TX,Keller,M,Probation officer,fraud_Berge-Ullrich,0
2019-04-11 09:17:57,grocery_pos,207.52,AR,Walnut Ridge,F,"Engineer, control and instrumentation",fraud_Hudson-Ratke,0
2020-05-05 14:34:13,kids_pets,37.42,TX,Notrees,F,Cytogeneticist,fraud_Brown Inc,0
2020-02-23 21:15:22,travel,2.82,MD,Kensington,M,Operations geologist,fraud_Block-Hauck,0
2020-06-13 10:08:16,shopping_net,2.39,TX,Cross Plains,M,Chief Operating Officer,"fraud_Baumbach, Feeney and Morar",0
2019-09-15 03:05:34,grocery_pos,85.25,MN,Lamberton,M,Land/geomatics surveyor,fraud_Heidenreich PLC,0
2019-10-06 16:54:18,shopping_net,8.98,PA,Beaver Falls,F,Podiatrist,"fraud_Heathcote, Yost and Kertzmann",0
2019-11-23 01:18:37,gas_transport,74.95,KY,Cadiz,M,Commissioning editor,"fraud_Stroman, Hudson and Erdman",0
2020-04-19 08:48:00,gas_transport,88.63,OK,Tulsa,F,Bookseller,fraud_Friesen-D'Amore,0
2020-05-09 13:25:19,shopping_pos,5.56,MO,Centerview,F,Electronics engineer,"fraud_Watsica, Haag and Considine",0
2019-07-30 06:11:55,gas_transport,67.94,TX,Lorenzo,M,Petroleum engineer,"fraud_Schaefer, McGlynn and Bosco",0
2019-06-08 01:40:03,grocery_pos,114.92,UT,Altonah,F,"Sales professional, IT","fraud_Goldner, Kovacek and Abbott",0
2019-04-05 18:44:57,entertainment,6.84,TN,Murfreesboro,M,"Journalist, newspaper",fraud_Johns Inc,0
2019-04-14 11:11:23,gas_transport,98.75,MS,Jackson,M,"Horticulturist, commercial",fraud_Conroy-Cruickshank,0
2019-06-03 15:19:39,home,25.89,OK,Edmond,M,Media buyer,fraud_Botsford PLC,0
2020-06-21 07:45:35,grocery_pos,134.57,PA,Lawn,F,Special educational needs teacher,fraud_O'Keefe-Hudson,0
2020-03-22 19:48:31,misc_pos,6.7,CO,Pueblo,M,Further education lecturer,fraud_Flatley Group,0
2019-09-18 21:12:53,home,42.91,NY,Cottekill,F,Comptroller,fraud_Jakubowski Inc,0
2019-10-13 09:03:35,shopping_net,97.46,WY,Fort Washakie,M,Freight forwarder,"fraud_Kihn, Abernathy and Douglas",0
2019-03-11 13:14:09,shopping_net,9.87,TX,Hedley,F,Early years teacher,"fraud_Reichert, Shanahan and Hayes",0
2019-08-02 21:14:06,personal_care,79.11,IL,Tower Hill,M,Radio broadcast assistant,"fraud_Lubowitz, Terry and Stracke",0
2019-04-07 17:25:52,food_dining,32.68,GA,Surrency,F,"Engineer, technical sales",fraud_Volkman PLC,0
2019-10-06 00:01:00,gas_transport,60.22,WI,Seneca,M,Quantity surveyor,"fraud_Robel, Cummerata and Prosacco",0
2019-12-14 04:15:16,grocery_pos,72.8,FL,Tampa,F,Waste management officer,fraud_Kilback LLC,0
2019-12-30 10:54:23,misc_pos,5.76,MA,Paxton,F,Accounting technician,fraud_Spencer-Runolfsson,0
2019-11-18 06:51:59,grocery_net,53.97,TX,Sachse,M,Site engineer,fraud_Roob LLC,0
2019-12-16 02:38:23,misc_pos,15.5,ND,Wilton,F,"Designer, ceramics/pottery",fraud_McDermott-Rice,0
2019-06-30 17:15:32,shopping_net,2.13,KS,De Soto,F,Chief Executive Officer,fraud_Mohr-Bayer,0
2019-05-16 07:58:37,shopping_pos,111.14,WY,Fort Washakie,M,Freight forwarder,"fraud_Quitzon, Green and Bashirian",0
2019-08-02 19:51:22,shopping_pos,12.41,AR,Bauxite,F,"Scientist, audiological",fraud_Hudson-Grady,0
2020-05-12 16:29:44,kids_pets,19.16,IN,Andrews,M,Retail banker,fraud_Bernier and Sons,0
2019-12-29 13:14:56,shopping_pos,4.73,MI,Warren,M,"Doctor, hospital",fraud_Mayert Group,0
2019-07-04 04:09:56,grocery_pos,125.8,AL,Sardis,M,Learning disability nurse,"fraud_Osinski, Ledner and Leuschke",0
2020-06-03 16:40:31,health_fitness,9.03,MS,Pearlington,M,"Therapist, occupational",fraud_Torphy-Kertzmann,0
2019-12-02 06:18:07,shopping_net,85.32,KS,Garfield,M,Equality and diversity officer,"fraud_Gottlieb, Considine and Schultz",0
2019-07-18 23:22:14,health_fitness,80.78,KS,Easton,M,Air broker,"fraud_Torp, Muller and Borer",0
2020-02-04 07:40:52,gas_transport,76.45,MO,Blairstown,F,Agricultural consultant,fraud_Mraz-Herzog,0
2020-02-08 22:07:09,personal_care,68.97,ME,Nobleboro,F,Financial trader,fraud_Leffler-Goldner,0
2019-08-03 08:14:54,shopping_net,23.65,NE,Brainard,M,Associate Professor,"fraud_Kuhic, Bins and Pfeffer",0
2019-12-27 20:21:11,home,7.35,MA,Ashfield,M,"Production assistant, radio","fraud_Schiller, Blanda and Johnson",0
2019-04-12 22:21:39,health_fitness,84.09,LA,Metairie,F,Advertising account planner,fraud_Graham and Sons,0
2020-05-23 10:32:04,misc_pos,35.96,NC,Collettsville,M,Soil scientist,fraud_Flatley Group,0
2020-03-11 14:49:03,food_dining,70.04,MO,Kissee Mills,M,"Engineer, agricultural",fraud_Bahringer-Streich,0
2019-11-16 19:11:46,shopping_net,92.22,IN,Leo,M,Biomedical engineer,fraud_Hills-Witting,0
2019-02-07 15:23:43,shopping_net,9.04,AL,Phenix City,F,Chemical engineer,"fraud_Kuhic, Bins and Pfeffer",0
2020-06-18 00:13:04,grocery_pos,107.16,ND,Michigan,F,"Producer, television/film/video",fraud_Murray-Smitham,0
2019-12-01 17:58:34,food_dining,26.06,KS,Burrton,F,Gaffer,fraud_Kuphal-Toy,0
2019-08-22 07:23:42,misc_net,3.31,AR,Gregory,F,"Lecturer, further education","fraud_Kerluke, Considine and Macejkovic",0
2020-04-09 18:03:04,food_dining,37.92,TX,Houston,F,"Copywriter, advertising",fraud_Schuppe-Schuppe,0
2019-07-11 15:01:43,food_dining,147.76,NH,Belmont,M,"Scientist, research (medical)",fraud_Will Ltd,0
2019-12-15 02:24:48,grocery_pos,68.84,NM,Crownpoint,M,IT consultant,"fraud_Moen, Reinger and Murphy",0
2020-01-18 14:37:44,home,14.86,PA,Philadelphia,F,Structural engineer,fraud_Botsford and Sons,0
2019-01-02 15:34:29,travel,576.25,IN,Bristow,M,Horticultural therapist,"fraud_Hagenes, Hermann and Stroman",0
2019-12-05 16:00:32,home,83.8,NY,Saint Bonaventure,M,Toxicologist,"fraud_Windler, Goodwin and Kovacek",0
2019-05-27 06:47:33,gas_transport,36.16,TN,Slayden,F,Prison officer,"fraud_Reilly, Heaney and Cole",0
2019-12-15 19:35:03,personal_care,120.8,VT,Hinesburg,F,Claims inspector/assessor,"fraud_Kihn, Brakus and Goyette",0
2019-12-02 08:46:25,shopping_pos,2.88,TN,Powell,M,"Teacher, special educational needs",fraud_Hudson-Grady,0
2019-11-08 13:30:22,misc_pos,6.03,SC,Bradley,F,Research scientist (physical sciences),fraud_Herman Inc,0
2019-03-24 11:25:43,gas_transport,78.94,TX,Holliday,M,Chief Technology Officer,"fraud_Eichmann, Bogan and Rodriguez",0
2020-06-17 17:45:27,home,80.45,MA,Lawrence,M,Geoscientist,fraud_Altenwerth-Kilback,0
2020-03-16 20:59:48,home,88.41,NJ,Fairview,M,"Programmer, multimedia",fraud_Renner Ltd,0
2019-04-27 02:04:20,shopping_pos,8.97,OR,Kent,M,Museum education officer,fraud_Torphy-Goyette,0
2020-05-06 18:18:29,shopping_pos,37.77,NC,Creedmoor,F,Chief Strategy Officer,fraud_Pagac LLC,0
2020-05-24 17:23:56,kids_pets,66.86,TN,Tiptonville,F,Geochemist,fraud_Bode-Rempel,0
2019-09-18 05:22:59,gas_transport,48.44,VA,Catawba,F,Equality and diversity officer,fraud_Mraz-Herzog,0
2019-09-07 07:48:47,shopping_net,30.87,MO,Saint Louis,F,Occupational hygienist,"fraud_Stanton, Jakubowski and Baumbach",0
2020-01-16 01:35:50,gas_transport,50.66,NY,Cowlesville,F,Colour technologist,"fraud_Robel, Cummerata and Prosacco",0
2020-01-06 01:41:05,grocery_pos,94.13,FL,Hampton,M,Oncologist,"fraud_Schultz, Simonis and Little",0
2019-03-21 02:33:16,gas_transport,55.91,KS,Utica,M,Product/process development scientist,fraud_Huels-Nolan,0
2019-12-30 13:00:34,kids_pets,13.48,WY,Freedom,M,"Education officer, museum",fraud_Nolan-Williamson,0
2020-06-14 19:43:49,shopping_pos,9.64,LA,Saint Amant,F,"Surveyor, rural practice",fraud_Torphy-Goyette,0
2019-06-11 15:42:07,personal_care,9.34,MO,Centerview,F,Electronics engineer,fraud_Langworth LLC,0
2020-03-01 06:37:13,shopping_net,2.42,LA,Tickfaw,M,"Accountant, chartered public finance",fraud_Terry-Huel,0
2019-07-08 06:23:51,misc_net,367.93,PA,Bristol,F,"Administrator, charities/voluntary organisations","fraud_Johnson, Runolfsdottir and Mayer",0
2019-11-12 20:18:22,misc_pos,31.86,WA,Conway,F,"Research officer, political party",fraud_Wisozk and Sons,0
2020-03-04 15:02:15,travel,4.2,MD,Kensington,M,Operations geologist,"fraud_McLaughlin, Armstrong and Koepp",0
2019-07-08 12:18:12,travel,5.27,VT,Hinesburg,F,Claims inspector/assessor,fraud_Little-Gleichner,0
2020-04-12 14:59:50,food_dining,5.03,GA,Hahira,F,"Teacher, special educational needs","fraud_Koss, McLaughlin and Mayer",0
2019-01-18 08:42:04,shopping_pos,2.18,AK,Wales,M,"Administrator, education","fraud_Bernhard, Grant and Langworth",0
2020-04-06 05:41:38,grocery_net,60.82,AR,Texarkana,F,Surgeon,"fraud_Tromp, Kerluke and Glover",0
2019-07-29 16:30:51,home,74.56,PA,Oaks,M,Oceanographer,"fraud_Windler, Goodwin and Kovacek",0
2020-05-15 14:30:46,shopping_net,1.75,UT,Thompson,F,"Surveyor, minerals",fraud_Medhurst PLC,0
2019-12-14 18:51:20,travel,1.4,NY,Camden,F,Building control surveyor,fraud_Thiel Ltd,0
2020-06-07 17:01:14,shopping_net,5.45,OR,Lake Oswego,F,Planning and development surveyor,fraud_Gleason-Macejkovic,0
2019-08-05 19:57:53,health_fitness,51.71,OK,Coyle,F,Amenity horticulturist,fraud_Hamill-D'Amore,0
2019-01-10 03:38:52,shopping_net,2.12,ND,Wilton,F,"Designer, ceramics/pottery",fraud_Stamm-Witting,0
2019-07-30 04:32:24,grocery_pos,105.27,CA,Palmdale,M,Chemical engineer,fraud_Cole PLC,0
2020-04-24 20:36:51,shopping_pos,3.23,IL,Bonfield,F,Medical secretary,"fraud_Swaniawski, Lowe and Robel",0
2019-12-23 08:49:44,shopping_net,1.36,NC,Summerfield,M,"Buyer, industrial",fraud_Price Inc,0
2019-11-21 10:28:04,gas_transport,53.6,SC,Prosperity,F,Archaeologist,fraud_Ledner-Pfannerstill,0
2019-09-08 15:19:08,entertainment,3.68,KS,Topeka,F,Secondary school teacher,fraud_Donnelly LLC,0
2019-12-08 06:44:47,grocery_net,107.03,FL,Grand Ridge,F,Art gallery manager,fraud_Rempel PLC,0
2019-01-22 22:19:19,entertainment,50.22,IA,Des Moines,M,Interior and spatial designer,fraud_Brown-Greenholt,0
2019-05-04 03:48:38,grocery_pos,89.48,TX,Altair,F,"Editor, film/video",fraud_Kunze Inc,0
2019-11-08 22:07:21,home,72.89,VA,Edinburg,M,"Designer, multimedia",fraud_Stark-Koss,0
2019-12-25 13:10:46,entertainment,69.4,PA,Fenelton,M,Communications engineer,fraud_Cruickshank-Mills,0
2020-06-06 14:17:38,food_dining,37.25,TN,Old Hickory,F,Prison officer,fraud_Ernser-Lynch,0
2020-03-17 02:00:21,shopping_pos,4.89,CA,San Diego,M,Chartered public finance accountant,fraud_Jacobi and Sons,0
2019-09-19 15:31:22,kids_pets,38.62,TN,Knoxville,F,"Designer, industrial/product",fraud_Weimann-Lockman,0
2019-07-10 06:35:18,grocery_pos,51.24,NC,Haw River,M,Paramedic,"fraud_Goldner, Kovacek and Abbott",0
2019-05-20 18:37:15,kids_pets,240.99,CA,Indian Wells,M,Learning mentor,"fraud_Pouros, Walker and Spencer",0
2019-12-25 10:47:28,grocery_pos,118.97,PA,Mc Clellandtown,F,"Sales professional, IT",fraud_Kunze Inc,0
2019-06-07 06:07:51,grocery_pos,98.36,NE,Ravenna,M,"Solicitor, Scotland",fraud_Hudson-Ratke,0
2019-07-07 07:50:00,shopping_net,1.41,TX,Purmela,M,Web designer,"fraud_Greenholt, O'Hara and Balistreri",0
2019-11-07 15:37:12,home,155.55,TX,Meridian,F,Phytotherapist,"fraud_Witting, Beer and Ernser",0
2019-01-18 09:26:54,gas_transport,76.03,TX,San Angelo,F,Drilling engineer,fraud_Torp-Labadie,0
2019-03-31 21:36:43,health_fitness,20.13,TX,Laredo,M,Video editor,fraud_Fritsch and Sons,0
2019-03-21 23:44:19,misc_pos,3.29,CA,Hawthorne,M,"Editor, magazine features",fraud_Bruen-Yost,0
2020-03-15 07:12:47,grocery_net,30.36,NE,Campbell,F,"Surveyor, minerals",fraud_Ortiz Group,0
2019-09-16 19:29:53,personal_care,8.78,SC,Blackville,F,Technical brewer,"fraud_Medhurst, Cartwright and Ebert",0
2019-08-17 21:37:23,food_dining,34.59,MT,Turner,M,Further education lecturer,fraud_Bahringer-Streich,0
2019-01-02 22:26:44,food_dining,95.2,IL,Goreville,F,"Teacher, secondary school",fraud_Haag-Blanda,0
2019-06-26 18:52:18,health_fitness,16.74,TX,Thrall,F,Press sub,fraud_Hirthe-Beier,0
2020-01-17 02:42:20,grocery_pos,134.58,NE,Howells,M,Research scientist (maths),fraud_Wolf Inc,0
2019-05-05 22:14:22,home,68.82,MI,Rumely,M,Film/video editor,fraud_Pollich LLC,0
2019-07-20 18:01:08,kids_pets,21.64,OK,Oklahoma City,M,Advertising copywriter,fraud_Bode-Rempel,0
2020-06-13 02:33:07,grocery_pos,90.85,AL,Jones,F,Materials engineer,"fraud_Rowe, Batz and Goodwin",0
2020-04-27 08:48:50,gas_transport,51.68,SD,Fulton,F,Financial adviser,fraud_Friesen-Stamm,0
2019-04-13 13:39:20,home,9.17,MS,Sturgis,F,Medical physicist,fraud_Stark-Koss,0
2019-12-16 09:22:00,gas_transport,76.37,MA,Barnstable,F,Counselling psychologist,fraud_Erdman-Kertzmann,0
2019-08-28 08:58:24,shopping_net,82.73,WI,Hewitt,M,Arts development officer,"fraud_Romaguera, Cruickshank and Greenholt",0
2019-04-15 12:49:36,home,237.51,PA,Atglen,F,Product manager,"fraud_Cole, Hills and Jewess",0
2019-04-18 22:52:35,shopping_pos,246.72,GA,Juliette,F,Theatre manager,fraud_Mohr Inc,0
2019-11-30 12:44:00,misc_pos,166.91,CO,Pueblo,M,Further education lecturer,fraud_Bruen-Yost,0
2019-07-19 13:51:52,food_dining,5.33,ME,Nobleboro,F,Financial trader,fraud_Will Ltd,0
2019-12-31 02:11:41,grocery_pos,45.21,NJ,Monmouth Beach,M,Health promotion specialist,"fraud_Huel, Hammes and Witting",0
2019-05-16 16:44:27,entertainment,4.99,KS,Topeka,M,Clinical cytogeneticist,fraud_Upton PLC,0
2019-09-27 20:03:05,travel,4.19,NH,Conway,M,Surgeon,fraud_Ankunding-Carroll,0
2019-08-18 15:51:25,home,203.12,MO,Rocky Mount,F,Tax inspector,"fraud_Schiller, Blanda and Johnson",0
2019-06-25 11:40:08,shopping_pos,7.76,IN,Andrews,M,Retail banker,"fraud_Haley, Jewess and Bechtelar",0
2019-01-05 22:12:08,kids_pets,27.35,AL,Birmingham,M,Musician,fraud_Cartwright PLC,0
2019-03-30 00:33:44,shopping_net,2.49,MI,Republic,F,Armed forces training and education officer,"fraud_Gottlieb, Considine and Schultz",0
2020-05-29 08:19:58,shopping_net,6.68,TX,Prairie Hill,F,Barrister,"fraud_Baumbach, Feeney and Morar",0
2019-02-24 18:53:05,food_dining,18.75,TX,Falls City,F,"Engineer, mining",fraud_Will Ltd,0
2019-02-10 08:54:25,grocery_pos,78.69,NY,West Harrison,M,Lexicographer,fraud_Hudson-Ratke,0
2019-01-18 14:25:15,travel,1.55,PA,Spring Church,M,Public relations account executive,fraud_Kovacek Ltd,0
